fraud,auto_year,num_insurers_past_5_years,policy_state_or,collision_type_side,num_witnesses,collision_type_na,total_claim_amount,driver_relationship_self,injury_claim,incident_month,driver_relationship_child,incident_dow,incident_type_breakin,num_injuries,policy_deductable,num_claims_past_year,authorities_contacted_ambulance,driver_relationship_spouse,collision_type_front,incident_severity,incident_day,incident_type_collision,incident_type_theft,policy_state_wa,months_as_customer,driver_relationship_na,policy_liability,police_report_available,customer_gender_male,num_vehicles_involved,vehicle_claim,policy_state_ca,policy_state_id,policy_state_az,policy_annual_premium,customer_gender_female,incident_hour,authorities_contacted_police,authorities_contacted_none,collision_type_rear,authorities_contacted_fire,policy_state_nv,customer_age,customer_education,driver_relationship_other
0,2016,1,0,0,3,0,13000.0,1,0.0,10,0,1,0,0,750,0,0,0,1,1,22,1,0,0,210,0,0,1,0,2,13000.0,0,0,1,3000,1,23,1,0,0,0,0,52,4,0
0,2016,2,0,1,1,0,29500.0,1,0.0,4,0,1,0,0,750,0,0,0,0,2,9,1,0,0,21,0,1,0,0,2,29500.0,1,0,0,3000,1,11,0,0,0,1,0,61,3,0
0,2016,1,0,0,1,0,11000.0,1,0.0,12,0,3,0,0,750,0,0,0,1,0,26,1,0,0,160,0,0,0,1,2,11000.0,0,0,1,2650,0,15,0,1,0,0,0,51,1,0
0,2016,1,0,0,0,0,68000.0,0,45000.0,8,1,1,0,1,750,0,0,0,0,2,27,1,0,0,112,0,3,0,1,2,23000.0,0,0,1,3000,0,12,0,0,1,1,0,62,3,0
0,2013,2,0,0,2,0,16000.0,1,0.0,1,0,4,0,0,750,0,0,0,0,1,4,1,0,0,55,0,1,1,1,3,16000.0,1,0,0,3000,0,15,1,0,1,0,0,48,1,0
0,2015,2,0,0,1,0,33500.0,0,2500.0,3,0,1,0,1,750,0,0,1,1,2,19,1,0,0,37,0,0,1,0,3,31000.0,1,0,0,3000,1,8,1,0,0,0,0,29,2,0
0,2020,1,0,0,1,0,52000.0,1,18500.0,2,0,2,0,1,750,0,0,0,1,2,20,1,0,0,43,0,1,1,1,3,33500.0,1,0,0,3000,0,22,1,0,0,0,0,66,3,0
0,2015,1,0,0,0,0,11500.0,1,0.0,2,0,4,0,0,750,0,0,0,1,0,15,1,0,0,126,0,0,0,1,2,11500.0,0,0,1,2550,0,9,0,1,0,0,0,49,1,0
0,2014,1,0,0,2,0,10000.0,1,0.0,2,0,2,0,0,750,0,0,0,0,0,27,1,0,0,94,0,2,1,1,3,10000.0,1,0,0,2900,0,21,1,0,1,0,0,64,3,0
0,2017,2,0,0,0,0,17000.0,1,2500.0,7,0,1,0,1,750,2,0,0,1,1,2,1,0,0,22,0,0,1,1,2,14500.0,1,0,0,3000,0,4,1,0,0,0,0,30,3,0
0,2020,1,0,0,0,1,13000.0,0,0.0,1,0,2,1,0,750,0,0,0,0,0,30,0,0,0,65,1,0,0,0,1,13000.0,1,0,0,3000,1,15,1,0,0,0,0,62,3,0
0,2018,1,0,0,0,1,10000.0,0,0.0,5,0,0,1,0,750,0,0,0,0,0,27,0,0,0,159,1,1,0,1,1,10000.0,1,0,0,3000,0,15,1,0,0,0,0,37,0,0
0,2019,2,0,1,0,0,43000.0,1,0.0,4,0,3,0,0,750,0,0,0,0,2,4,1,0,0,43,0,0,0,1,2,43000.0,1,0,0,3000,0,12,1,0,0,0,0,32,3,0
0,2018,1,0,1,0,0,18000.0,1,0.0,7,0,5,0,0,750,1,1,0,0,1,13,1,0,0,53,0,0,0,1,1,18000.0,1,0,0,3000,0,21,0,0,0,0,0,65,1,0
0,2016,4,0,0,0,0,46000.0,1,15000.0,11,0,3,0,1,750,0,0,0,0,2,7,1,0,0,16,0,0,1,1,2,31000.0,1,0,0,3000,0,9,1,0,1,0,0,26,4,0
0,2018,1,0,0,2,0,68000.0,1,30000.0,11,0,1,0,1,750,0,0,0,0,2,12,1,0,0,139,0,2,1,1,3,38000.0,1,0,0,3000,0,12,1,0,1,0,0,56,1,0
0,2014,1,0,1,0,0,11000.0,0,0.0,7,0,3,0,0,750,0,0,0,0,0,18,1,0,1,59,0,3,0,1,1,11000.0,0,0,0,2500,0,15,0,1,0,0,0,42,3,1
0,2016,2,0,0,3,0,22000.0,1,0.0,6,0,1,0,0,750,0,0,0,0,1,18,1,0,0,29,0,2,1,1,2,22000.0,1,0,0,2950,0,8,1,0,1,0,0,20,1,0
0,2017,1,0,1,2,0,3500.0,1,0.0,1,0,0,0,0,750,0,0,0,0,0,28,1,0,0,302,0,3,0,1,2,3500.0,1,0,0,3000,0,18,0,1,0,0,0,68,1,0
0,2018,1,0,0,2,0,33000.0,1,0.0,2,0,4,0,0,750,0,0,0,0,2,8,1,0,0,43,0,0,0,1,2,33000.0,1,0,0,3000,0,14,1,0,1,0,0,21,3,0
0,2020,1,0,0,0,0,18000.0,1,0.0,7,0,4,0,0,750,0,0,0,0,0,12,1,0,0,225,0,0,0,0,1,18000.0,1,0,0,3000,1,7,0,1,1,0,0,59,2,0
0,2018,1,0,0,0,0,38500.0,1,2500.0,10,0,3,0,1,750,0,0,0,1,2,24,1,0,0,97,0,0,1,0,2,36000.0,1,0,0,2950,1,16,1,0,0,0,0,52,3,0
0,2017,1,0,0,0,0,18000.0,1,11000.0,4,0,4,0,1,750,0,0,0,1,0,26,1,0,1,35,0,3,0,1,2,7000.0,0,0,0,3000,0,17,0,1,0,0,0,29,1,0
0,2010,1,0,0,1,0,11500.0,1,0.0,12,0,2,0,0,750,0,0,0,0,0,25,1,0,0,89,0,3,0,1,2,11500.0,1,0,0,2700,0,18,0,1,1,0,0,29,3,0
0,2018,5,0,0,0,1,13500.0,0,0.0,6,0,0,1,0,750,0,0,0,0,0,17,0,0,0,2,1,0,0,1,1,13500.0,1,0,0,3000,0,9,1,0,0,0,0,20,1,0
0,2015,1,0,0,0,0,13500.0,1,0.0,1,0,3,0,0,750,0,0,0,1,1,24,1,0,0,136,0,0,1,1,3,13500.0,1,0,0,3000,0,12,1,0,0,0,0,63,3,0
0,2018,1,0,0,0,1,13000.0,0,0.0,2,0,4,1,0,750,0,0,0,0,0,15,0,0,0,68,1,0,0,0,1,13000.0,1,0,0,3000,1,23,1,0,0,0,0,55,3,0
0,2014,1,0,1,2,0,33500.0,1,0.0,9,0,6,0,0,750,0,0,0,0,2,1,1,0,0,152,0,0,0,0,2,33500.0,1,0,0,2650,1,13,1,0,0,0,0,73,3,0
0,2013,1,0,0,0,1,11500.0,0,0.0,2,0,4,0,0,750,0,0,0,0,1,22,0,1,0,186,1,3,0,1,1,11500.0,1,0,0,2500,0,9,1,0,0,0,0,55,3,0
0,2019,1,0,0,0,0,18000.0,1,0.0,4,0,5,0,0,750,0,0,0,0,0,20,1,0,0,76,0,0,0,0,2,18000.0,1,0,0,3000,1,20,0,1,1,0,0,37,3,0
0,2016,2,0,0,2,0,13000.0,1,0.0,12,0,1,0,0,750,1,0,0,0,0,17,1,0,0,55,0,1,1,1,2,13000.0,1,0,0,3000,0,16,1,0,1,0,0,31,1,0
0,2020,1,0,1,0,0,17500.0,1,0.0,12,0,3,0,0,750,0,0,0,0,1,5,1,0,0,213,0,0,0,1,2,17500.0,1,0,0,3000,0,14,1,0,0,0,0,60,3,0
0,2010,1,1,0,2,0,65000.0,1,50000.0,12,0,3,0,3,750,0,0,0,0,2,19,1,0,0,120,0,1,1,1,3,15000.0,0,0,0,3000,0,17,1,0,1,0,0,64,3,0
0,2020,2,0,0,0,1,15000.0,0,0.0,8,0,4,1,0,750,0,0,0,0,1,9,0,0,0,46,1,3,0,1,1,15000.0,1,0,0,3000,0,13,1,0,0,0,0,29,3,0
0,2019,1,0,0,0,0,20000.0,1,0.0,2,0,5,0,0,750,0,0,0,0,1,2,1,0,0,242,0,1,1,1,3,20000.0,0,0,1,3000,0,0,1,0,1,0,0,50,4,0
0,2020,1,0,0,0,0,43500.0,1,0.0,10,0,6,0,0,750,0,1,0,1,2,6,1,0,1,125,0,1,0,1,1,43500.0,0,0,0,3000,0,19,0,0,0,0,0,39,0,0
0,2009,3,0,0,0,0,7500.0,1,0.0,2,0,0,0,0,750,0,0,0,1,0,4,1,0,0,29,0,3,0,1,2,7500.0,1,0,0,3000,0,16,0,1,0,0,0,22,1,0
0,2016,1,0,0,0,1,18000.0,0,0.0,10,0,4,1,0,750,0,0,0,0,0,11,0,0,0,98,1,0,0,0,1,18000.0,0,0,1,3000,1,1,1,0,0,0,0,54,1,0
0,2014,1,1,0,0,1,6500.0,0,0.0,3,0,3,1,0,750,1,0,0,0,0,14,0,0,0,200,1,3,0,0,1,6500.0,0,0,0,3000,1,11,1,0,0,0,0,53,3,0
0,2020,1,0,0,0,1,8500.0,0,0.0,9,0,6,1,0,750,0,0,0,0,0,15,0,0,0,63,1,0,0,1,1,8500.0,1,0,0,3000,0,10,1,0,0,0,0,40,3,0
0,2017,1,0,0,5,0,11500.0,1,0.0,3,0,3,0,0,750,0,0,0,1,0,14,1,0,1,353,0,1,1,1,6,11500.0,0,0,0,2600,0,4,1,0,0,0,0,67,3,0
0,2017,1,0,0,0,0,18500.0,1,0.0,9,0,4,0,0,750,0,0,0,1,1,27,1,0,0,81,0,1,0,1,2,18500.0,1,0,0,2850,0,17,1,0,0,0,0,42,3,0
0,2016,1,1,0,2,0,34500.0,1,0.0,8,0,1,0,0,750,2,0,0,1,2,13,1,0,0,77,0,1,1,1,3,34500.0,0,0,0,3000,0,22,1,0,0,0,0,48,3,0
0,2016,2,0,0,2,0,130000.0,1,100000.0,4,0,1,0,1,750,0,0,0,1,2,23,1,0,0,23,0,3,1,1,3,30000.0,0,0,0,2600,0,13,1,0,0,0,1,32,3,0
0,2014,1,0,0,1,0,25500.0,1,15000.0,2,0,3,0,1,750,0,0,0,1,1,14,1,0,0,220,0,0,1,1,2,10500.0,1,0,0,2800,0,1,1,0,0,0,0,47,4,0
0,2018,1,0,1,1,0,13000.0,1,0.0,5,0,5,0,0,750,1,0,0,0,0,25,1,0,0,271,0,2,0,1,2,13000.0,1,0,0,3000,0,14,0,1,0,0,0,50,3,0
0,2016,1,0,0,0,0,13000.0,0,0.0,12,1,1,0,0,750,0,0,0,1,1,31,1,0,0,95,0,0,0,0,1,13000.0,0,0,1,3000,1,14,1,0,0,0,0,52,3,0
1,2013,4,0,0,0,0,14000.0,0,0.0,10,1,0,0,0,750,0,0,0,0,1,28,1,0,0,21,0,0,0,1,2,14000.0,0,0,1,3000,0,5,1,0,1,0,0,33,2,0
0,2018,1,0,0,0,1,17000.0,0,0.0,2,0,6,0,0,750,0,0,0,0,1,17,0,1,0,83,1,2,0,1,1,17000.0,0,0,0,3000,0,18,1,0,0,0,1,53,4,0
0,2019,1,0,0,2,0,12500.0,1,0.0,2,0,0,0,0,750,1,0,0,1,0,18,1,0,0,258,0,3,0,1,2,12500.0,1,0,0,3000,0,9,1,0,0,0,0,64,3,0
0,2016,1,0,1,0,0,50000.0,1,9500.0,1,0,1,0,1,750,0,0,0,0,2,8,1,0,0,208,0,0,1,1,3,40500.0,1,0,0,3000,0,9,1,0,0,0,0,55,3,0
0,2013,2,0,1,0,0,35000.0,1,18500.0,4,0,1,0,2,750,0,0,0,0,1,9,1,0,0,31,0,0,1,1,2,16500.0,1,0,0,3000,0,17,1,0,0,0,0,54,2,0
0,2018,1,1,0,0,0,9500.0,1,0.0,5,0,1,0,0,750,0,0,0,0,0,28,1,0,0,255,0,3,1,0,2,9500.0,0,0,0,3000,1,16,1,0,1,0,0,56,2,0
0,2016,1,0,1,0,0,54000.0,1,25000.0,2,0,0,0,1,750,0,0,0,0,2,4,1,0,1,178,0,1,1,1,3,29000.0,0,0,0,3000,0,7,1,0,0,0,0,48,4,0
0,2016,1,0,0,1,0,39500.0,1,8500.0,7,0,5,0,1,750,0,0,0,0,2,20,1,0,1,97,0,1,1,0,3,31000.0,0,0,0,2600,1,17,1,0,1,0,0,33,1,0
0,2019,5,0,0,2,0,7500.0,1,0.0,1,0,1,0,0,750,0,0,0,1,0,29,1,0,0,3,0,0,0,1,2,7500.0,0,0,1,2700,0,11,1,0,0,0,0,29,3,0
0,2015,1,0,0,0,0,15500.0,0,0.0,8,0,3,0,0,750,0,0,1,0,1,29,1,0,0,88,0,0,0,1,2,15500.0,1,0,0,3000,0,9,1,0,1,0,0,63,3,0
0,2017,1,0,0,0,0,62000.0,1,21000.0,5,0,6,0,2,750,0,0,0,1,2,26,1,0,0,123,0,1,1,0,4,41000.0,1,0,0,3000,1,15,1,0,0,0,0,60,4,0
0,2019,1,0,0,0,0,22500.0,1,0.0,12,0,1,0,0,750,0,0,0,0,1,24,1,0,0,57,0,2,1,1,2,22500.0,0,1,0,2650,0,7,1,0,1,0,0,45,4,0
0,2019,4,0,0,2,0,48500.0,0,10500.0,10,0,3,0,1,750,0,0,0,1,2,24,1,0,0,6,0,1,1,1,3,38000.0,0,0,1,3000,0,4,1,0,0,0,0,20,1,1
0,2017,2,0,0,5,0,48000.0,1,13000.0,2,0,5,0,4,750,0,0,0,1,2,9,1,0,0,18,0,2,1,1,3,35000.0,1,0,0,3000,0,10,1,0,0,0,0,22,1,0
0,2014,1,0,0,0,1,13000.0,0,0.0,1,0,5,0,0,750,0,0,0,0,1,26,0,1,0,135,1,1,0,1,1,13000.0,0,1,0,2850,0,20,1,0,0,0,0,54,3,0
0,2008,5,1,0,3,0,27000.0,1,5500.0,7,0,6,0,1,750,0,0,0,1,2,14,1,0,0,14,0,1,1,1,3,21500.0,0,0,0,3000,0,19,1,0,0,0,0,19,1,0
0,2017,1,0,0,2,0,23500.0,1,0.0,1,0,0,0,0,750,0,0,0,0,1,28,1,0,0,158,0,2,0,0,2,23500.0,0,0,1,3000,1,13,1,0,1,0,0,58,1,0
0,2012,1,0,0,0,1,2500.0,0,0.0,12,0,5,1,0,750,0,0,0,0,0,14,0,0,0,138,1,0,0,1,1,2500.0,1,0,0,3000,0,4,1,0,0,0,0,49,3,0
0,2019,2,0,1,0,0,8500.0,1,0.0,12,0,0,0,0,750,0,0,0,0,0,30,1,0,0,38,0,3,0,0,2,8500.0,1,0,0,3000,1,9,0,1,0,0,0,55,3,0
0,2018,1,0,0,0,0,21000.0,1,0.0,11,0,1,0,0,750,0,0,0,0,0,26,1,0,0,171,0,1,0,1,2,21000.0,1,0,0,3000,0,13,0,1,1,0,0,47,3,0
0,2012,2,0,0,0,0,3000.0,1,0.0,12,0,4,0,0,750,0,0,0,1,0,6,1,0,0,28,0,1,0,1,2,3000.0,1,0,0,2500,0,17,1,0,0,0,0,39,1,0
0,2020,1,0,0,1,0,17500.0,1,0.0,4,0,5,0,0,750,0,0,0,1,0,6,1,0,0,103,0,0,0,1,2,17500.0,1,0,0,2700,0,5,0,1,0,0,0,59,2,0
0,2016,1,0,1,1,0,20500.0,1,6000.0,1,0,6,0,1,750,1,0,0,0,1,13,1,0,0,18,0,0,1,0,2,14500.0,1,0,0,3000,1,18,1,0,0,0,0,50,3,0
0,2020,1,0,0,2,0,41000.0,1,0.0,7,0,1,0,0,750,0,0,0,0,2,9,1,0,0,148,0,1,1,1,3,41000.0,1,0,0,3000,0,13,1,0,1,0,0,67,3,0
0,2017,1,0,1,0,0,5000.0,1,0.0,5,0,0,0,0,750,0,0,0,0,0,20,1,0,0,85,0,3,0,1,2,5000.0,1,0,0,3000,0,9,0,1,0,0,0,72,2,0
0,2020,1,0,0,0,0,52000.0,1,30000.0,6,0,1,0,2,750,0,0,0,1,1,18,1,0,0,216,0,0,1,1,2,22000.0,1,0,0,2600,0,23,1,0,0,0,0,50,2,0
0,2015,3,0,1,2,0,47500.0,0,17000.0,4,1,4,0,4,750,0,0,0,0,2,26,1,0,1,37,0,2,0,1,2,30500.0,0,0,0,3000,0,21,0,0,0,1,0,45,1,0
0,2019,1,0,0,0,1,21000.0,0,0.0,1,0,3,0,0,750,0,0,0,0,1,31,0,1,0,98,1,2,0,1,1,21000.0,1,0,0,3000,0,16,1,0,0,0,0,34,1,0
0,2016,1,0,1,1,0,10500.0,0,0.0,11,0,4,0,0,750,0,0,1,0,0,1,1,0,0,139,0,1,0,1,2,10500.0,0,1,0,3000,0,9,0,1,0,0,0,54,4,0
0,2016,1,0,0,0,1,38000.0,0,23000.0,9,0,4,0,1,750,0,0,0,0,1,6,0,1,0,171,1,2,1,1,1,15000.0,0,0,0,2500,0,8,1,0,0,0,1,61,1,0
0,2020,1,0,0,1,0,71000.0,0,29000.0,9,0,2,0,2,750,0,0,0,1,2,18,1,0,0,94,0,0,1,1,2,42000.0,1,0,0,3000,0,4,1,0,0,0,0,39,1,1
0,2010,2,0,0,0,0,3500.0,1,0.0,8,0,5,0,0,750,0,0,0,1,0,17,1,0,0,50,0,3,0,1,2,3500.0,1,0,0,3000,0,4,0,1,0,0,0,35,3,0
0,2020,2,0,0,1,0,10000.0,1,0.0,6,0,1,0,0,750,0,0,0,0,0,11,1,0,0,40,0,3,0,1,2,10000.0,1,0,0,3000,0,0,0,1,1,0,0,34,1,0
0,2015,1,0,1,0,0,9500.0,0,0.0,12,1,0,0,0,750,0,0,0,0,0,16,1,0,0,349,0,1,0,1,1,9500.0,1,0,0,3000,0,0,0,1,0,0,0,72,3,0
0,2018,3,0,0,0,0,11500.0,1,0.0,7,0,0,0,0,750,0,0,0,1,0,1,1,0,0,45,0,1,0,1,2,11500.0,1,0,0,3000,0,23,0,1,0,0,0,33,4,0
0,2014,1,0,0,1,1,7000.0,0,0.0,10,0,2,1,0,750,0,0,0,0,1,16,0,0,1,105,1,2,0,1,1,7000.0,0,0,0,2600,0,17,1,0,0,0,0,73,4,0
0,2018,1,0,1,0,0,10000.0,0,0.0,1,0,1,0,0,750,0,0,1,0,0,22,1,0,0,166,0,0,0,1,2,10000.0,1,0,0,3000,0,17,0,1,0,0,0,49,2,0
0,2018,1,0,0,2,0,46500.0,0,17000.0,1,0,3,0,1,750,0,0,0,0,2,24,1,0,0,320,0,2,1,1,3,29500.0,1,0,0,3000,0,1,1,0,1,0,0,69,3,1
0,2014,1,0,0,0,0,21500.0,1,6500.0,9,0,3,0,1,750,0,0,0,1,1,5,1,0,0,182,0,1,0,1,2,15000.0,0,0,1,3000,0,8,1,0,0,0,0,56,3,0
0,2017,1,0,0,1,0,28500.0,1,14000.0,12,0,0,0,1,750,0,0,0,1,1,23,1,0,1,128,0,1,1,1,2,14500.0,0,0,0,2700,0,14,1,0,0,0,0,49,3,0
0,2016,2,0,0,1,0,10000.0,1,0.0,3,0,2,0,0,750,0,0,0,1,0,13,1,0,0,33,0,1,0,1,2,10000.0,1,0,0,3000,0,13,0,1,0,0,0,38,1,0
0,2016,1,0,0,0,0,23500.0,1,0.0,10,0,0,0,0,750,0,0,0,0,1,21,1,0,0,64,0,1,0,1,1,23500.0,1,0,0,3000,0,8,1,0,1,0,0,59,2,0
0,2020,1,0,0,1,0,11500.0,1,0.0,10,0,5,0,0,750,0,0,0,1,0,26,1,0,0,104,0,1,0,1,2,11500.0,1,0,0,3000,0,16,0,1,0,0,0,33,4,0
0,2019,1,0,0,0,0,18000.0,1,0.0,10,0,6,0,0,750,0,0,0,1,0,6,1,0,1,164,0,2,0,1,1,18000.0,0,0,0,3000,0,10,0,1,0,0,0,38,3,0
0,2011,1,0,1,1,0,37500.0,0,13000.0,8,0,2,0,3,750,0,0,1,0,2,14,1,0,0,74,0,2,1,0,3,24500.0,1,0,0,3000,1,15,1,0,0,0,0,58,4,0
0,2013,1,0,0,0,0,8500.0,1,0.0,2,0,4,0,0,750,0,0,0,1,0,8,1,0,0,79,0,0,0,1,2,8500.0,1,0,0,2950,0,16,0,1,0,0,0,27,2,0
0,2016,2,0,0,2,0,12000.0,0,0.0,9,0,3,0,0,750,0,0,1,1,0,5,1,0,0,50,0,1,0,1,2,12000.0,1,0,0,3000,0,1,0,1,0,0,0,36,3,0
0,2019,3,1,0,2,0,36500.0,1,16000.0,11,0,2,0,1,750,0,0,0,0,1,13,1,0,0,11,0,1,1,1,3,20500.0,0,0,0,3000,0,19,1,0,1,0,0,27,3,0
0,2014,2,0,0,0,1,8000.0,0,0.0,4,0,2,0,0,750,0,0,0,0,1,24,0,1,0,23,1,0,0,1,1,8000.0,0,0,1,3000,0,13,1,0,0,0,0,28,3,0
0,2011,1,0,1,0,0,18500.0,1,0.0,10,0,5,0,0,750,0,0,0,0,1,12,1,0,0,87,0,2,0,1,1,18500.0,1,0,0,3000,0,17,1,0,0,0,0,48,1,0
0,2016,1,0,0,3,0,40000.0,0,18500.0,9,0,1,0,4,750,0,0,1,1,1,17,1,0,0,95,0,1,1,1,4,21500.0,1,0,0,3000,0,13,1,0,0,0,0,47,3,0
0,2017,3,0,1,3,0,62000.0,1,25000.0,10,0,2,0,1,750,2,0,0,0,2,16,1,0,1,43,0,1,1,1,3,37000.0,0,0,0,3000,0,18,1,0,0,0,0,63,3,0
0,2013,2,0,0,1,1,10500.0,0,0.0,3,0,1,1,0,750,0,0,0,0,0,19,0,0,0,48,1,3,0,1,1,10500.0,0,1,0,2950,0,10,1,0,0,0,0,32,1,0
0,2019,1,0,0,0,1,17500.0,0,0.0,2,0,1,0,0,750,0,0,0,0,1,26,0,1,0,128,1,0,0,0,1,17500.0,1,0,0,3000,1,11,1,0,0,0,0,44,3,0
0,2015,1,0,0,2,0,41500.0,1,11500.0,10,0,1,0,3,750,0,0,0,0,2,1,1,0,0,50,0,1,1,1,3,30000.0,1,0,0,3000,0,10,1,0,1,0,0,26,3,0
0,2011,2,0,1,1,0,65500.0,1,46000.0,3,0,3,0,1,750,0,0,0,0,2,21,1,0,0,4,0,3,1,1,3,19500.0,0,0,1,3000,0,4,1,0,0,0,0,22,3,0
0,2020,1,0,1,3,0,26000.0,1,0.0,9,0,2,0,0,750,1,0,0,0,1,18,1,0,0,435,0,0,1,0,4,26000.0,1,0,0,3000,1,15,1,0,0,0,0,55,2,0
0,2015,1,0,0,0,0,21500.0,1,0.0,7,0,6,0,0,750,0,1,0,1,1,28,1,0,1,8,0,2,0,0,1,21500.0,0,0,0,3000,1,20,0,0,0,0,0,19,1,0
